2026-07-03 03:30:14,508 | INFO     | dental_pipeline.nnunet_setup | Set env: nnUNet_raw=/usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/nnunet_raw
2026-07-03 03:30:14,508 | INFO     | dental_pipeline.nnunet_setup | Set env: nnUNet_preprocessed=/usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/nnunet_preprocessed
2026-07-03 03:30:14,508 | INFO     | dental_pipeline.nnunet_setup | Set env: nnUNet_results=/usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/nnunet_results
2026-07-03 03:30:14,508 | INFO     | __main__ | nnU-Net environment variables set.
2026-07-03 03:30:14,508 | INFO     | __main__ | Command: nnUNetv2_plan_and_preprocess -d 100 --verify_dataset_integrity -np 8
2026-07-03 03:30:16,411 | INFO     | __main__ | [nnUNet] Fingerprint extraction...
2026-07-03 03:30:16,412 | INFO     | __main__ | [nnUNet] Dataset100_ToothFairy3
2026-07-03 03:30:21,480 | INFO     | __main__ | [nnUNet] Using <class 'nnunetv2.imageio.simpleitk_reader_writer.SimpleITKIO'> as reader/writer
2026-07-03 03:31:48,534 | INFO     | __main__ | [nnUNet] 
2026-07-03 03:31:48,534 | INFO     | __main__ | [nnUNet] ####################
2026-07-03 03:31:48,534 | INFO     | __main__ | [nnUNet] verify_dataset_integrity Done.
2026-07-03 03:31:48,535 | INFO     | __main__ | [nnUNet] If you didn't see any error messages then your dataset is most likely OK!
2026-07-03 03:31:48,535 | INFO     | __main__ | [nnUNet] ####################
2026-07-03 03:31:48,535 | INFO     | __main__ | [nnUNet] 
2026-07-03 03:32:06,174 | INFO     | __main__ | [nnUNet] Using <class 'nnunetv2.imageio.simpleitk_reader_writer.SimpleITKIO'> as reader/writer
2026-07-03 03:32:06,202 | INFO     | __main__ | [nnUNet] 
2026-07-03 03:32:09,617 | INFO     | __main__ | [nnUNet] Extracting dataset fingerprint:   0%|          | 0/532 [00:00<?, ?it/s]
2026-07-03 03:39:08,957 | INFO     | __main__ | [nnUNet] Preprocessing cases:  96%|█████████▌| 509/532 [05:40<00:16,  1.38it/s]
2026-07-03 03:39:10,261 | INFO     | __main__ | [nnUNet] Preprocessing cases:  96%|█████████▌| 511/532 [05:41<00:12,  1.64it/s]
2026-07-03 03:39:11,464 | INFO     | __main__ | [nnUNet] Preprocessing cases:  96%|█████████▌| 512/532 [05:42<00:15,  1.30it/s]
2026-07-03 03:39:11,765 | INFO     | __main__ | [nnUNet] Preprocessing cases:  96%|█████████▋| 513/532 [05:43<00:16,  1.14it/s]
2026-07-03 03:39:12,267 | INFO     | __main__ | [nnUNet] Preprocessing cases:  97%|█████████▋| 514/532 [05:44<00:13,  1.38it/s]
2026-07-03 03:39:12,668 | INFO     | __main__ | [nnUNet] Preprocessing cases:  97%|█████████▋| 515/532 [05:44<00:11,  1.50it/s]
2026-07-03 03:39:12,869 | INFO     | __main__ | [nnUNet] Preprocessing cases:  97%|█████████▋| 516/532 [05:44<00:09,  1.69it/s]
2026-07-03 03:39:13,771 | INFO     | __main__ | [nnUNet] Preprocessing cases:  97%|█████████▋| 517/532 [05:45<00:07,  2.08it/s]
2026-07-03 03:39:14,974 | INFO     | __main__ | [nnUNet] Preprocessing cases:  97%|█████████▋| 518/532 [05:46<00:08,  1.66it/s]
2026-07-03 03:39:15,275 | INFO     | __main__ | [nnUNet] Preprocessing cases:  98%|█████████▊| 519/532 [05:47<00:10,  1.29it/s]
2026-07-03 03:39:16,679 | INFO     | __main__ | [nnUNet] Preprocessing cases:  98%|█████████▊| 520/532 [05:47<00:07,  1.57it/s]
2026-07-03 03:39:18,684 | INFO     | __main__ | [nnUNet] Preprocessing cases:  98%|█████████▊| 521/532 [05:48<00:09,  1.16it/s]
2026-07-03 03:39:19,286 | INFO     | __main__ | [nnUNet] Preprocessing cases:  98%|█████████▊| 522/532 [05:50<00:12,  1.20s/it]
2026-07-03 03:39:19,487 | INFO     | __main__ | [nnUNet] Preprocessing cases:  98%|█████████▊| 523/532 [05:51<00:09,  1.02s/it]
2026-07-03 03:39:19,687 | INFO     | __main__ | [nnUNet] Preprocessing cases:  98%|█████████▊| 524/532 [05:51<00:06,  1.28it/s]
2026-07-03 03:39:20,389 | INFO     | __main__ | [nnUNet] Preprocessing cases:  99%|█████████▊| 525/532 [05:51<00:04,  1.65it/s]
2026-07-03 03:39:21,492 | INFO     | __main__ | [nnUNet] Preprocessing cases:  99%|█████████▉| 526/532 [05:52<00:03,  1.58it/s]
2026-07-03 03:39:22,395 | INFO     | __main__ | [nnUNet] Preprocessing cases:  99%|█████████▉| 527/532 [05:53<00:03,  1.29it/s]
2026-07-03 03:39:24,099 | INFO     | __main__ | [nnUNet] Preprocessing cases:  99%|█████████▉| 528/532 [05:54<00:03,  1.23it/s]
2026-07-03 03:39:24,300 | INFO     | __main__ | [nnUNet] Preprocessing cases:  99%|█████████▉| 529/532 [05:56<00:03,  1.08s/it]
2026-07-03 03:39:26,104 | INFO     | __main__ | [nnUNet] Preprocessing cases: 100%|█████████▉| 530/532 [05:56<00:01,  1.22it/s]
2026-07-03 03:39:27,307 | INFO     | __main__ | [nnUNet] Preprocessing cases: 100%|█████████▉| 531/532 [05:58<00:01,  1.11s/it]
2026-07-03 03:39:27,408 | INFO     | __main__ | [nnUNet] Preprocessing cases: 100%|██████████| 532/532 [05:59<00:00,  1.14s/it]
2026-07-03 03:39:27,408 | INFO     | __main__ | [nnUNet] Preprocessing cases: 100%|██████████| 532/532 [05:59<00:00,  1.48it/s]
2026-07-03 03:39:27,562 | INFO     | __main__ | [nnUNet] Configuration: 3d_fullres...
2026-07-03 03:39:27,562 | INFO     | __main__ | [nnUNet] {'data_identifier': 'nnUNetPlans_3d_fullres', 'preprocessor_name': 'DefaultPreprocessor', 'batch_size': 2, 'patch_size': [64, 160, 160], 'median_image_size_in_voxels': [169.0, 349.0, 371.0], 'spacing': [0.30000001192092896, 0.30000001192092896, 0.30000001192092896], 'normalization_schemes': ['ZScoreNormalization'], 'use_mask_for_norm': [False], 'resampling_fn_data': 'resample_data_or_seg_to_shape', 'resampling_fn_seg': 'resample_data_or_seg_to_shape', 'resampling_fn_data_kwargs': {'is_seg': False, 'order': 3, 'order_z': 0, 'force_separate_z': None}, 'resampling_fn_seg_kwargs': {'is_seg': True, 'order': 1, 'order_z': 0, 'force_separate_z': None}, 'resampling_fn_probabilities': 'resample_data_or_seg_to_shape', 'resampling_fn_probabilities_kwargs': {'is_seg': False, 'order': 1, 'order_z': 0, 'force_separate_z': None}, 'architecture': {'network_class_name': 'dynamic_network_architectures.architectures.unet.PlainConvUNet', 'arch_kwargs': {'n_stages': 6, 'features_per_stage': [32, 64, 128, 256, 320, 320], 'conv_op': 'torch.nn.modules.conv.Conv3d', 'kernel_sizes': [[3, 3, 3], [3, 3, 3], [3, 3, 3], [3, 3, 3], [3, 3, 3], [3, 3, 3]], 'strides': [[1, 1, 1], [2, 2, 2], [2, 2, 2], [2, 2, 2], [2, 2, 2], [1, 2, 2]], 'n_conv_per_stage': [2, 2, 2, 2, 2, 2], 'n_conv_per_stage_decoder': [2, 2, 2, 2, 2], 'conv_bias': True, 'norm_op': 'torch.nn.modules.instancenorm.InstanceNorm3d', 'norm_op_kwargs': {'eps': 1e-05, 'affine': True}, 'dropout_op': None, 'dropout_op_kwargs': None, 'nonlin': 'torch.nn.LeakyReLU', 'nonlin_kwargs': {'inplace': True}}, '_kw_requires_import': ['conv_op', 'norm_op', 'dropout_op', 'nonlin']}, 'batch_dice': True}
2026-07-03 03:39:27,803 | INFO     | __main__ | [nnUNet] 
2026-07-03 03:39:42,196 | INFO     | __main__ | [nnUNet] Preprocessing cases:   0%|          | 0/532 [00:00<?, ?it/s]
2026-07-03 03:39:42,700 | INFO     | __main__ | [nnUNet] Preprocessing cases:   0%|          | 1/532 [00:14<2:07:22, 14.39s/it]
2026-07-03 03:39:43,607 | INFO     | __main__ | [nnUNet] Preprocessing cases:   0%|          | 2/532 [00:14<54:58,  6.22s/it]
2026-07-03 03:39:44,312 | INFO     | __main__ | [nnUNet] Preprocessing cases:   1%|          | 3/532 [00:15<33:27,  3.80s/it]
2026-07-03 03:39:44,816 | INFO     | __main__ | [nnUNet] Preprocessing cases:   1%|          | 4/532 [00:16<22:39,  2.58s/it]
2026-07-03 03:39:46,628 | INFO     | __main__ | [nnUNet] Preprocessing cases:   1%|          | 5/532 [00:17<16:03,  1.83s/it]
2026-07-03 03:39:48,340 | INFO     | __main__ | [nnUNet] Preprocessing cases:   1%|▏         | 7/532 [00:18<11:54,  1.36s/it]
2026-07-03 03:39:49,649 | INFO     | __main__ | [nnUNet] Preprocessing cases:   2%|▏         | 8/532 [00:20<12:41,  1.45s/it]
2026-07-03 03:39:50,958 | INFO     | __main__ | [nnUNet] Preprocessing cases:   2%|▏         | 9/532 [00:21<12:19,  1.41s/it]
2026-07-03 03:39:51,261 | INFO     | __main__ | [nnUNet] Preprocessing cases:   2%|▏         | 10/532 [00:23<12:02,  1.38s/it]
2026-07-03 03:39:52,066 | INFO     | __main__ | [nnUNet] Preprocessing cases:   2%|▏         | 11/532 [00:23<09:19,  1.07s/it]
2026-07-03 03:39:52,872 | INFO     | __main__ | [nnUNet] Preprocessing cases:   2%|▏         | 12/532 [00:24<08:37,  1.00it/s]
2026-07-03 03:39:53,476 | INFO     | __main__ | [nnUNet] Preprocessing cases:   2%|▏         | 13/532 [00:25<08:07,  1.06it/s]
2026-07-03 03:39:53,578 | INFO     | __main__ | [nnUNet] Preprocessing cases:   3%|▎         | 14/532 [00:25<07:15,  1.19it/s]
2026-07-03 03:39:55,792 | INFO     | __main__ | [nnUNet] Preprocessing cases:   3%|▎         | 15/532 [00:25<05:21,  1.61it/s]
2026-07-03 03:39:56,799 | INFO     | __main__ | [nnUNet] Preprocessing cases:   3%|▎         | 16/532 [00:27<09:25,  1.10s/it]
2026-07-03 03:39:58,510 | INFO     | __main__ | [nnUNet] Preprocessing cases:   3%|▎         | 17/532 [00:28<09:10,  1.07s/it]
2026-07-03 03:39:59,114 | INFO     | __main__ | [nnUNet] Preprocessing cases:   3%|▎         | 18/532 [00:30<10:48,  1.26s/it]
2026-07-03 03:39:59,517 | INFO     | __main__ | [nnUNet] Preprocessing cases:   4%|▎         | 19/532 [00:31<09:06,  1.06s/it]
2026-07-03 03:39:59,920 | INFO     | __main__ | [nnUNet] Preprocessing cases:   4%|▍         | 20/532 [00:31<07:23,  1.15it/s]
2026-07-03 03:40:00,021 | INFO     | __main__ | [nnUNet] Preprocessing cases:   4%|▍         | 21/532 [00:32<06:11,  1.37it/s]
2026-07-03 03:40:02,034 | INFO     | __main__ | [nnUNet] Preprocessing cases:   4%|▍         | 22/532 [00:32<04:35,  1.85it/s]
2026-07-03 03:40:03,342 | INFO     | __main__ | [nnUNet] Preprocessing cases:   4%|▍         | 23/532 [00:34<08:19,  1.02it/s]
2026-07-03 03:40:04,752 | INFO     | __main__ | [nnUNet] Preprocessing cases:   5%|▍         | 24/532 [00:35<09:08,  1.08s/it]
2026-07-03 03:40:05,557 | INFO     | __main__ | [nnUNet] Preprocessing cases:   5%|▍         | 25/532 [00:36<09:57,  1.18s/it]
2026-07-03 03:40:05,658 | INFO     | __main__ | [nnUNet] Preprocessing cases:   5%|▍         | 26/532 [00:37<08:59,  1.07s/it]
2026-07-03 03:40:06,061 | INFO     | __main__ | [nnUNet] Preprocessing cases:   5%|▌         | 27/532 [00:37<06:32,  1.29it/s]
2026-07-03 03:40:07,872 | INFO     | __main__ | [nnUNet] Preprocessing cases:   5%|▌         | 28/532 [00:38<05:34,  1.50it/s]
2026-07-03 03:40:09,483 | INFO     | __main__ | [nnUNet] Preprocessing cases:   5%|▌         | 29/532 [00:40<08:27,  1.01s/it]
2026-07-03 03:40:10,792 | INFO     | __main__ | [nnUNet] Preprocessing cases:   6%|▌         | 30/532 [00:41<09:56,  1.19s/it]
2026-07-03 03:40:11,698 | INFO     | __main__ | [nnUNet] Preprocessing cases:   6%|▌         | 31/532 [00:42<10:13,  1.23s/it]
2026-07-03 03:40:14,013 | INFO     | __main__ | [nnUNet] Preprocessing cases:   6%|▌         | 32/532 [00:43<09:24,  1.13s/it]
2026-07-03 03:40:15,120 | INFO     | __main__ | [nnUNet] Preprocessing cases:   6%|▌         | 33/532 [00:46<12:21,  1.49s/it]
2026-07-03 03:40:15,623 | INFO     | __main__ | [nnUNet] Preprocessing cases:   7%|▋         | 35/532 [00:47<08:44,  1.06s/it]
2026-07-03 03:40:16,126 | INFO     | __main__ | [nnUNet] Preprocessing cases:   7%|▋         | 36/532 [00:47<07:35,  1.09it/s]
2026-07-03 03:40:17,939 | INFO     | __main__ | [nnUNet] Preprocessing cases:   7%|▋         | 37/532 [00:48<06:40,  1.23it/s]
2026-07-03 03:40:20,154 | INFO     | __main__ | [nnUNet] Preprocessing cases:   7%|▋         | 38/532 [00:50<08:54,  1.08s/it]
2026-07-03 03:40:21,361 | INFO     | __main__ | [nnUNet] Preprocessing cases:   7%|▋         | 39/532 [00:52<11:29,  1.40s/it]
2026-07-03 03:40:21,764 | INFO     | __main__ | [nnUNet] Preprocessing cases:   8%|▊         | 41/532 [00:53<08:33,  1.05s/it]
2026-07-03 03:40:22,469 | INFO     | __main__ | [nnUNet] Preprocessing cases:   8%|▊         | 42/532 [00:53<07:16,  1.12it/s]
2026-07-03 03:40:24,281 | INFO     | __main__ | [nnUNet] Preprocessing cases:   8%|▊         | 43/532 [00:54<06:52,  1.19it/s]
2026-07-03 03:40:25,086 | INFO     | __main__ | [nnUNet] Preprocessing cases:   8%|▊         | 44/532 [00:56<08:58,  1.10s/it]
2026-07-03 03:40:26,194 | INFO     | __main__ | [nnUNet] Preprocessing cases:   8%|▊         | 45/532 [00:57<08:16,  1.02s/it]
2026-07-03 03:40:27,100 | INFO     | __main__ | [nnUNet] Preprocessing cases:   9%|▊         | 46/532 [00:58<08:27,  1.05s/it]
2026-07-03 03:40:27,704 | INFO     | __main__ | [nnUNet] Preprocessing cases:   9%|▉         | 47/532 [00:59<08:07,  1.01s/it]
2026-07-03 03:40:28,007 | INFO     | __main__ | [nnUNet] Preprocessing cases:   9%|▉         | 48/532 [00:59<07:09,  1.13it/s]
2026-07-03 03:40:29,215 | INFO     | __main__ | [nnUNet] Preprocessing cases:   9%|▉         | 49/532 [01:00<05:45,  1.40it/s]
2026-07-03 03:40:29,617 | INFO     | __main__ | [nnUNet] Preprocessing cases:   9%|▉         | 50/532 [01:01<06:55,  1.16it/s]
2026-07-03 03:40:35,150 | INFO     | __main__ | [nnUNet] Preprocessing cases:  10%|▉         | 51/532 [01:01<05:48,  1.38it/s]
2026-07-03 03:40:37,063 | INFO     | __main__ | [nnUNet] Preprocessing cases:  10%|▉         | 52/532 [01:07<17:15,  2.16s/it]
2026-07-03 03:40:37,366 | INFO     | __main__ | [nnUNet] Preprocessing cases:  10%|▉         | 53/532 [01:09<16:38,  2.08s/it]
2026-07-03 03:40:37,568 | INFO     | __main__ | [nnUNet] Preprocessing cases:  10%|█         | 54/532 [01:09<12:21,  1.55s/it]
2026-07-03 03:40:38,574 | INFO     | __main__ | [nnUNet] Preprocessing cases:  10%|█         | 55/532 [01:09<09:07,  1.15s/it]
2026-07-03 03:40:39,279 | INFO     | __main__ | [nnUNet] Preprocessing cases:  11%|█         | 56/532 [01:10<08:46,  1.11s/it]
2026-07-03 03:40:40,989 | INFO     | __main__ | [nnUNet] Preprocessing cases:  11%|█         | 57/532 [01:11<07:48,  1.01it/s]
2026-07-03 03:40:41,291 | INFO     | __main__ | [nnUNet] Preprocessing cases:  11%|█         | 59/532 [01:13<07:17,  1.08it/s]
2026-07-03 03:40:41,593 | INFO     | __main__ | [nnUNet] Preprocessing cases:  11%|█▏        | 60/532 [01:13<06:03,  1.30it/s]
2026-07-03 03:40:42,297 | INFO     | __main__ | [nnUNet] Preprocessing cases:  11%|█▏        | 61/532 [01:13<05:05,  1.54it/s]
2026-07-03 03:40:42,600 | INFO     | __main__ | [nnUNet] Preprocessing cases:  12%|█▏        | 62/532 [01:14<05:11,  1.51it/s]
2026-07-03 03:40:43,305 | INFO     | __main__ | [nnUNet] Preprocessing cases:  12%|█▏        | 63/532 [01:14<04:23,  1.78it/s]
2026-07-03 03:40:43,909 | INFO     | __main__ | [nnUNet] Preprocessing cases:  12%|█▏        | 64/532 [01:15<04:42,  1.66it/s]
2026-07-03 03:40:44,009 | INFO     | __main__ | [nnUNet] Preprocessing cases:  12%|█▏        | 65/532 [01:16<04:41,  1.66it/s]
2026-07-03 03:40:44,110 | INFO     | __main__ | [nnUNet] Preprocessing cases:  12%|█▏        | 66/532 [01:16<03:32,  2.19it/s]
2026-07-03 03:40:44,916 | INFO     | __main__ | [nnUNet] Preprocessing cases:  13%|█▎        | 67/532 [01:16<02:43,  2.85it/s]
2026-07-03 03:40:45,419 | INFO     | __main__ | [nnUNet] Preprocessing cases:  13%|█▎        | 68/532 [01:17<03:45,  2.06it/s]
2026-07-03 03:40:45,520 | INFO     | __main__ | [nnUNet] Preprocessing cases:  13%|█▎        | 70/532 [01:17<02:54,  2.64it/s]
2026-07-03 03:40:46,023 | INFO     | __main__ | [nnUNet] Preprocessing cases:  13%|█▎        | 71/532 [01:17<02:22,  3.22it/s]
2026-07-03 03:40:46,325 | INFO     | __main__ | [nnUNet] Preprocessing cases:  14%|█▎        | 72/532 [01:18<02:45,  2.77it/s]
2026-07-03 03:40:47,130 | INFO     | __main__ | [nnUNet] Preprocessing cases:  14%|█▎        | 73/532 [01:18<02:38,  2.90it/s]
2026-07-03 03:40:47,332 | INFO     | __main__ | [nnUNet] Preprocessing cases:  14%|█▍        | 74/532 [01:19<03:36,  2.11it/s]
2026-07-03 03:40:47,533 | INFO     | __main__ | [nnUNet] Preprocessing cases:  14%|█▍        | 75/532 [01:19<03:00,  2.53it/s]
2026-07-03 03:40:47,734 | INFO     | __main__ | [nnUNet] Preprocessing cases:  14%|█▍        | 76/532 [01:19<02:34,  2.95it/s]
2026-07-03 03:40:48,137 | INFO     | __main__ | [nnUNet] Preprocessing cases:  14%|█▍        | 77/532 [01:19<02:16,  3.34it/s]
2026-07-03 03:40:48,942 | INFO     | __main__ | [nnUNet] Preprocessing cases:  15%|█▍        | 78/532 [01:20<02:29,  3.03it/s]
2026-07-03 03:40:49,545 | INFO     | __main__ | [nnUNet] Preprocessing cases:  15%|█▍        | 79/532 [01:21<03:33,  2.13it/s]
2026-07-03 03:40:49,646 | INFO     | __main__ | [nnUNet] Preprocessing cases:  15%|█▌        | 80/532 [01:21<03:50,  1.96it/s]
2026-07-03 03:40:49,848 | INFO     | __main__ | [nnUNet] Preprocessing cases:  15%|█▌        | 81/532 [01:21<02:55,  2.58it/s]
2026-07-03 03:40:50,452 | INFO     | __main__ | [nnUNet] Preprocessing cases:  16%|█▌        | 83/532 [01:22<01:54,  3.91it/s]
2026-07-03 03:40:50,553 | INFO     | __main__ | [nnUNet] Preprocessing cases:  16%|█▌        | 84/532 [01:22<02:33,  2.92it/s]
2026-07-03 03:40:51,458 | INFO     | __main__ | [nnUNet] Preprocessing cases:  16%|█▌        | 85/532 [01:22<02:04,  3.58it/s]
2026-07-03 03:40:51,559 | INFO     | __main__ | [nnUNet] Preprocessing cases:  16%|█▌        | 86/532 [01:23<03:20,  2.23it/s]
2026-07-03 03:40:51,962 | INFO     | __main__ | [nnUNet] Preprocessing cases:  16%|█▋        | 87/532 [01:23<02:36,  2.84it/s]
2026-07-03 03:40:52,565 | INFO     | __main__ | [nnUNet] Preprocessing cases:  17%|█▋        | 88/532 [01:24<02:42,  2.73it/s]
2026-07-03 03:40:52,767 | INFO     | __main__ | [nnUNet] Preprocessing cases:  17%|█▋        | 89/532 [01:24<03:12,  2.30it/s]
2026-07-03 03:40:52,968 | INFO     | __main__ | [nnUNet] Preprocessing cases:  17%|█▋        | 90/532 [01:24<02:42,  2.73it/s]
2026-07-03 03:40:53,572 | INFO     | __main__ | [nnUNet] Preprocessing cases:  17%|█▋        | 91/532 [01:25<02:20,  3.14it/s]
2026-07-03 03:40:53,773 | INFO     | __main__ | [nnUNet] Preprocessing cases:  17%|█▋        | 92/532 [01:25<02:57,  2.48it/s]
2026-07-03 03:40:54,780 | INFO     | __main__ | [nnUNet] Preprocessing cases:  17%|█▋        | 93/532 [01:25<02:30,  2.92it/s]
2026-07-03 03:40:55,585 | INFO     | __main__ | [nnUNet] Preprocessing cases:  18%|█▊        | 94/532 [01:26<03:56,  1.85it/s]
2026-07-03 03:40:55,987 | INFO     | __main__ | [nnUNet] Preprocessing cases:  18%|█▊        | 95/532 [01:27<04:30,  1.61it/s]
2026-07-03 03:40:56,591 | INFO     | __main__ | [nnUNet] Preprocessing cases:  18%|█▊        | 97/532 [01:28<03:05,  2.34it/s]
2026-07-03 03:40:57,999 | INFO     | __main__ | [nnUNet] Preprocessing cases:  18%|█▊        | 98/532 [01:28<03:24,  2.12it/s]
2026-07-03 03:40:58,301 | INFO     | __main__ | [nnUNet] Preprocessing cases:  19%|█▉        | 101/532 [01:30<03:22,  2.13it/s]
2026-07-03 03:40:59,006 | INFO     | __main__ | [nnUNet] Preprocessing cases:  19%|█▉        | 102/532 [01:30<03:07,  2.29it/s]
2026-07-03 03:40:59,107 | INFO     | __main__ | [nnUNet] Preprocessing cases:  19%|█▉        | 103/532 [01:31<03:32,  2.02it/s]
2026-07-03 03:40:59,610 | INFO     | __main__ | [nnUNet] Preprocessing cases:  20%|█▉        | 104/532 [01:31<02:51,  2.49it/s]
2026-07-03 03:41:00,213 | INFO     | __main__ | [nnUNet] Preprocessing cases:  20%|█▉        | 105/532 [01:31<03:02,  2.34it/s]
2026-07-03 03:41:00,716 | INFO     | __main__ | [nnUNet] Preprocessing cases:  20%|█▉        | 106/532 [01:32<03:22,  2.11it/s]
2026-07-03 03:41:01,018 | INFO     | __main__ | [nnUNet] Preprocessing cases:  20%|██        | 107/532 [01:32<03:24,  2.07it/s]
2026-07-03 03:41:01,219 | INFO     | __main__ | [nnUNet] Preprocessing cases:  20%|██        | 108/532 [01:33<03:02,  2.32it/s]
2026-07-03 03:41:01,421 | INFO     | __main__ | [nnUNet] Preprocessing cases:  20%|██        | 109/532 [01:33<02:34,  2.74it/s]
2026-07-03 03:41:02,727 | INFO     | __main__ | [nnUNet] Preprocessing cases:  21%|██        | 110/532 [01:33<02:13,  3.15it/s]
2026-07-03 03:41:03,029 | INFO     | __main__ | [nnUNet] Preprocessing cases:  21%|██        | 111/532 [01:34<04:15,  1.64it/s]
2026-07-03 03:41:03,130 | INFO     | __main__ | [nnUNet] Preprocessing cases:  21%|██        | 112/532 [01:35<03:37,  1.93it/s]
2026-07-03 03:41:03,331 | INFO     | __main__ | [nnUNet] Preprocessing cases:  21%|██        | 113/532 [01:35<02:44,  2.54it/s]
2026-07-03 03:41:04,236 | INFO     | __main__ | [nnUNet] Preprocessing cases:  21%|██▏       | 114/532 [01:35<02:20,  2.97it/s]
2026-07-03 03:41:04,538 | INFO     | __main__ | [nnUNet] Preprocessing cases:  22%|██▏       | 115/532 [01:36<03:31,  1.98it/s]
2026-07-03 03:41:04,941 | INFO     | __main__ | [nnUNet] Preprocessing cases:  22%|██▏       | 116/532 [01:36<03:05,  2.25it/s]
2026-07-03 03:41:05,745 | INFO     | __main__ | [nnUNet] Preprocessing cases:  22%|██▏       | 117/532 [01:37<02:59,  2.31it/s]
2026-07-03 03:41:05,946 | INFO     | __main__ | [nnUNet] Preprocessing cases:  22%|██▏       | 118/532 [01:37<03:45,  1.84it/s]
2026-07-03 03:41:06,047 | INFO     | __main__ | [nnUNet] Preprocessing cases:  22%|██▏       | 119/532 [01:38<03:02,  2.27it/s]
2026-07-03 03:41:07,153 | INFO     | __main__ | [nnUNet] Preprocessing cases:  23%|██▎       | 120/532 [01:38<02:19,  2.95it/s]
2026-07-03 03:41:07,254 | INFO     | __main__ | [nnUNet] Preprocessing cases:  23%|██▎       | 121/532 [01:39<03:53,  1.76it/s]
2026-07-03 03:41:07,355 | INFO     | __main__ | [nnUNet] Preprocessing cases:  23%|██▎       | 122/532 [01:39<02:55,  2.33it/s]
2026-07-03 03:41:08,159 | INFO     | __main__ | [nnUNet] Preprocessing cases:  23%|██▎       | 123/532 [01:39<02:15,  3.03it/s]
2026-07-03 03:41:08,763 | INFO     | __main__ | [nnUNet] Preprocessing cases:  23%|██▎       | 124/532 [01:40<03:12,  2.12it/s]
2026-07-03 03:41:08,964 | INFO     | __main__ | [nnUNet] Preprocessing cases:  23%|██▎       | 125/532 [01:40<03:28,  1.95it/s]
2026-07-03 03:41:09,065 | INFO     | __main__ | [nnUNet] Preprocessing cases:  24%|██▎       | 126/532 [01:41<02:49,  2.39it/s]
2026-07-03 03:41:09,870 | INFO     | __main__ | [nnUNet] Preprocessing cases:  24%|██▍       | 127/532 [01:41<02:10,  3.09it/s]
2026-07-03 03:41:10,272 | INFO     | __main__ | [nnUNet] Preprocessing cases:  24%|██▍       | 128/532 [01:42<03:08,  2.14it/s]
2026-07-03 03:41:11,479 | INFO     | __main__ | [nnUNet] Preprocessing cases:  24%|██▍       | 129/532 [01:42<03:00,  2.23it/s]
2026-07-03 03:41:11,881 | INFO     | __main__ | [nnUNet] Preprocessing cases:  24%|██▍       | 130/532 [01:43<04:31,  1.48it/s]
2026-07-03 03:41:12,183 | INFO     | __main__ | [nnUNet] Preprocessing cases:  25%|██▍       | 131/532 [01:44<03:58,  1.68it/s]
2026-07-03 03:41:13,290 | INFO     | __main__ | [nnUNet] Preprocessing cases:  25%|██▌       | 133/532 [01:44<02:35,  2.57it/s]
2026-07-03 03:41:13,391 | INFO     | __main__ | [nnUNet] Preprocessing cases:  25%|██▌       | 135/532 [01:45<03:00,  2.20it/s]
2026-07-03 03:41:14,296 | INFO     | __main__ | [nnUNet] Preprocessing cases:  26%|██▌       | 136/532 [01:45<02:29,  2.66it/s]
2026-07-03 03:41:14,798 | INFO     | __main__ | [nnUNet] Preprocessing cases:  26%|██▌       | 137/532 [01:46<03:18,  1.99it/s]
2026-07-03 03:41:14,899 | INFO     | __main__ | [nnUNet] Preprocessing cases:  26%|██▌       | 138/532 [01:46<03:18,  1.99it/s]
2026-07-03 03:41:15,000 | INFO     | __main__ | [nnUNet] Preprocessing cases:  26%|██▌       | 139/532 [01:47<02:35,  2.53it/s]
2026-07-03 03:41:16,408 | INFO     | __main__ | [nnUNet] Preprocessing cases:  26%|██▋       | 140/532 [01:47<02:03,  3.18it/s]
2026-07-03 03:41:16,709 | INFO     | __main__ | [nnUNet] Preprocessing cases:  27%|██▋       | 141/532 [01:48<04:03,  1.60it/s]
2026-07-03 03:41:17,716 | INFO     | __main__ | [nnUNet] Preprocessing cases:  27%|██▋       | 142/532 [01:48<03:27,  1.88it/s]
2026-07-03 03:41:17,918 | INFO     | __main__ | [nnUNet] Preprocessing cases:  27%|██▋       | 143/532 [01:49<04:20,  1.49it/s]
2026-07-03 03:41:18,019 | INFO     | __main__ | [nnUNet] Preprocessing cases:  27%|██▋       | 144/532 [01:50<03:26,  1.88it/s]
2026-07-03 03:41:19,226 | INFO     | __main__ | [nnUNet] Preprocessing cases:  27%|██▋       | 146/532 [01:50<02:00,  3.20it/s]
2026-07-03 03:41:19,628 | INFO     | __main__ | [nnUNet] Preprocessing cases:  28%|██▊       | 147/532 [01:51<03:24,  1.88it/s]
2026-07-03 03:41:19,729 | INFO     | __main__ | [nnUNet] Preprocessing cases:  28%|██▊       | 148/532 [01:51<03:11,  2.01it/s]
2026-07-03 03:41:20,333 | INFO     | __main__ | [nnUNet] Preprocessing cases:  28%|██▊       | 149/532 [01:51<02:29,  2.56it/s]
